Data,Operation,Resource_0,Resource_1,Resource_2,Resource_3,Resource_4,Resource_5,Chosen_Resource,Adress
93546704,1,25,31,94,33,31,64,0,10.0.0.3
23414273,1,90,50,92,71,90,2,0,10.0.0.3
28881365,2,83,100,2,92,16,99,3,10.0.0.6
79942315,1,9,79,98,56,64,16,0,10.0.0.3
26666291,2,94,58,86,91,0,31,5,10.0.0.8
87501847,1,99,34,63,22,32,8,4,10.0.0.7
6342004,1,40,41,39,0,22,16,4,10.0.0.7
44797279,2,88,49,13,93,53,54,1,10.0.0.4
38122398,2,69,21,5,18,24,11,5,10.0.0.8
80141206,1,76,50,55,85,100,10,2,10.0.0.5
34040489,2,51,68,95,96,79,82,1,10.0.0.4
93679701,1,27,94,98,52,12,93,4,10.0.0.7
86207426,1,21,12,20,44,30,79,2,10.0.0.5
32091039,2,91,59,5,11,74,91,3,10.0.0.6
52260252,2,43,6,16,63,32,76,1,10.0.0.4
70681929,2,44,20,27,34,90,76,1,10.0.0.4
75098305,2,44,4,28,41,96,96,1,10.0.0.4
86187473,2,86,41,3,92,48,22,5,10.0.0.8
89037514,1,16,48,9,93,26,71,2,10.0.0.5
90294918,2,95,100,69,34,11,10,5,10.0.0.8
49212140,1,82,73,77,86,38,0,4,10.0.0.7
30287472,2,99,27,82,74,100,87,1,10.0.0.4
44584967,1,89,52,62,6,54,86,4,10.0.0.7
7052863,2,8,44,56,26,35,93,3,10.0.0.6
51437073,1,24,98,11,35,57,79,2,10.0.0.5
2602801,1,28,5,66,48,60,22,0,10.0.0.3
69026502,1,70,79,31,13,17,70,4,10.0.0.7
81985154,2,87,71,36,37,1,74,3,10.0.0.6
11299203,1,92,97,17,15,76,68,2,10.0.0.5
95311526,1,30,17,16,47,58,50,2,10.0.0.5
64585238,1,12,61,74,0,96,78,0,10.0.0.3
70825005,2,98,41,17,82,0,6,5,10.0.0.8
91672838,2,82,34,86,96,44,32,5,10.0.0.8
93689709,1,39,23,58,66,74,35,0,10.0.0.3
44348095,1,54,10,54,93,40,74,4,10.0.0.7
89815037,1,81,31,99,76,80,35,4,10.0.0.7
1380940,1,5,95,48,61,39,39,0,10.0.0.3
76755300,1,46,78,63,56,67,34,0,10.0.0.3
18631905,1,19,21,76,88,94,41,0,10.0.0.3
28532329,1,47,73,29,1,1,70,4,10.0.0.7
52890999,1,47,81,16,1,31,18,2,10.0.0.5
16705281,1,64,100,21,59,100,0,2,10.0.0.5
19538506,1,5,65,77,91,4,36,4,10.0.0.7
72108225,2,99,7,100,40,31,53,1,10.0.0.4
67307613,2,6,70,68,30,29,60,3,10.0.0.6
53088954,1,54,3,61,2,74,69,0,10.0.0.3
61461546,1,68,59,84,95,87,72,0,10.0.0.3
50605823,1,75,32,54,13,35,0,4,10.0.0.7
94921484,1,28,48,64,50,45,71,0,10.0.0.3
79156124,1,62,40,30,45,78,56,2,10.0.0.5
94067401,2,90,77,10,43,9,24,5,10.0.0.8
93619350,1,81,7,97,50,29,4,4,10.0.0.7
45135401,1,68,62,41,63,7,98,4,10.0.0.7
84265500,1,98,62,32,22,28,65,4,10.0.0.7
7416537,2,20,96,0,95,36,67,5,10.0.0.8
5518348,2,86,66,82,22,26,69,3,10.0.0.6
94833657,2,45,91,64,43,39,62,3,10.0.0.6
41202499,1,83,29,8,41,58,11,2,10.0.0.5
78867278,1,12,46,29,41,23,58,0,10.0.0.3
38331265,2,22,61,52,5,60,27,3,10.0.0.6
59192251,2,71,17,77,35,56,62,1,10.0.0.4
97556547,2,63,41,96,8,91,47,3,10.0.0.6
10016150,2,86,24,44,19,38,12,5,10.0.0.8
46122697,1,8,8,16,27,81,54,0,10.0.0.3
86286990,2,24,39,5,63,4,37,5,10.0.0.8
71765373,1,34,99,49,90,97,9,0,10.0.0.3
50680126,2,96,72,16,56,100,85,3,10.0.0.6
10355192,2,65,53,6,39,29,99,3,10.0.0.6
34032004,2,72,57,40,94,1,56,5,10.0.0.8
46432375,2,26,85,93,9,92,88,3,10.0.0.6
95803870,2,27,3,23,1,85,19,3,10.0.0.6
66719087,2,68,42,97,2,70,10,3,10.0.0.6
3859808,2,51,31,100,51,85,35,1,10.0.0.4
44915832,2,14,88,95,36,16,78,3,10.0.0.6
50713095,2,21,97,91,68,25,51,5,10.0.0.8
5783259,2,86,39,16,39,56,70,1,10.0.0.4
4082402,2,1,87,73,26,75,94,3,10.0.0.6
49850871,2,37,61,46,31,74,64,3,10.0.0.6
95793135,2,72,36,9,19,18,39,3,10.0.0.6
99976038,2,56,28,73,30,66,4,5,10.0.0.8
82238348,2,66,65,34,22,66,9,5,10.0.0.8
51998389,1,26,73,71,49,14,26,4,10.0.0.7
52729355,1,75,82,18,90,67,62,2,10.0.0.5
18384202,1,100,6,32,38,95,17,2,10.0.0.5
24887943,1,69,78,31,60,37,87,2,10.0.0.5
67790433,2,94,87,71,94,66,83,5,10.0.0.8
63221992,1,73,14,20,47,39,32,2,10.0.0.5
58906087,2,43,87,38,91,53,98,1,10.0.0.4
24658320,2,24,9,19,13,15,2,5,10.0.0.8
40751698,2,45,34,91,81,4,67,1,10.0.0.4
11890957,1,90,95,98,28,29,30,4,10.0.0.7
13155169,2,24,12,57,61,78,13,1,10.0.0.4
14927204,1,48,80,29,1,19,16,4,10.0.0.7
29005123,1,33,73,87,59,100,99,0,10.0.0.3
90310551,2,19,59,54,44,57,74,3,10.0.0.6
25889839,1,48,21,55,38,40,98,4,10.0.0.7
61530436,2,31,5,33,50,31,8,1,10.0.0.4
16599320,1,14,32,93,45,79,46,0,10.0.0.3
95188075,2,74,93,90,73,44,75,3,10.0.0.6
24985461,1,69,26,67,36,75,68,2,10.0.0.5
94216255,2,36,43,33,11,87,34,3,10.0.0.6
59347837,1,30,72,3,62,73,31,2,10.0.0.5
42918071,2,68,87,90,51,36,72,3,10.0.0.6
78891001,2,86,36,63,100,2,19,5,10.0.0.8
30001598,1,92,49,15,25,79,10,2,10.0.0.5
73850888,1,43,77,30,60,21,58,4,10.0.0.7
30635587,2,5,32,41,63,78,30,5,10.0.0.8
96662744,1,56,61,92,99,46,89,4,10.0.0.7
62285408,1,6,1,82,72,51,69,0,10.0.0.3
58578540,2,50,39,91,2,11,52,3,10.0.0.6
26513798,2,31,58,6,86,71,76,1,10.0.0.4
30998734,2,59,90,25,54,82,98,3,10.0.0.6
39157255,1,57,61,36,77,56,38,2,10.0.0.5
12464657,2,17,45,5,29,12,74,3,10.0.0.6
58087642,1,12,59,72,90,14,65,0,10.0.0.3
97654975,1,65,15,54,1,74,11,2,10.0.0.5
18064129,2,58,38,13,57,94,68,1,10.0.0.4
18789582,1,93,27,87,55,94,44,2,10.0.0.5
51443921,2,65,98,86,82,22,75,5,10.0.0.8
92340346,2,48,31,60,79,42,86,1,10.0.0.4
41543586,2,0,75,89,40,27,34,5,10.0.0.8
11201208,1,67,59,1,28,75,42,2,10.0.0.5
88245533,2,4,66,2,44,40,88,3,10.0.0.6
93164815,1,74,76,2,31,23,13,2,10.0.0.5
61272196,1,80,50,14,42,68,44,2,10.0.0.5
34039408,1,18,52,13,63,66,46,2,10.0.0.5
24135500,1,2,18,77,29,74,61,0,10.0.0.3
54978530,2,78,2,45,26,38,73,1,10.0.0.4
654878,2,96,26,59,74,18,25,5,10.0.0.8
77302054,1,48,53,65,28,43,35,4,10.0.0.7
92062957,1,15,12,85,44,61,72,0,10.0.0.3
78967233,1,37,21,44,97,32,6,4,10.0.0.7
40766582,2,89,24,74,70,40,37,1,10.0.0.4
29333996,2,65,77,32,28,36,84,3,10.0.0.6
53491903,1,80,50,21,83,1,37,4,10.0.0.7
90702940,2,75,30,26,2,80,74,3,10.0.0.6
25623593,1,79,59,19,90,59,71,2,10.0.0.5
15031133,2,21,54,36,83,80,3,5,10.0.0.8
90520681,2,94,50,38,89,9,64,1,10.0.0.4
54125838,2,56,57,93,15,11,82,3,10.0.0.6
55612978,2,55,96,28,62,53,10,5,10.0.0.8
12804077,1,70,39,81,67,70,59,0,10.0.0.3
46276038,1,81,9,64,70,39,94,4,10.0.0.7
98975770,2,27,98,65,41,1,57,3,10.0.0.6
97186467,2,77,80,13,7,43,78,3,10.0.0.6
70510482,1,4,20,97,36,34,34,0,10.0.0.3
4903804,2,51,62,73,88,43,98,1,10.0.0.4
37357215,2,91,24,99,25,8,95,1,10.0.0.4
50279766,2,36,28,40,65,30,80,1,10.0.0.4
18949618,2,69,5,82,57,58,24,1,10.0.0.4
80851653,1,45,27,53,45,0,9,4,10.0.0.7
12496322,2,2,57,81,77,92,34,5,10.0.0.8
10086823,2,86,48,33,66,89,90,1,10.0.0.4
47660148,1,49,53,31,18,54,15,2,10.0.0.5
52590606,1,28,82,63,90,86,77,0,10.0.0.3
86834175,2,74,85,56,93,55,36,5,10.0.0.8
50563766,2,85,69,95,15,96,42,3,10.0.0.6
94212059,1,95,33,4,20,19,73,2,10.0.0.5
55024177,1,100,46,39,76,49,13,2,10.0.0.5
52540697,2,53,24,7,61,31,4,5,10.0.0.8
41623550,2,70,23,77,57,95,96,1,10.0.0.4
32249817,2,14,31,100,20,35,27,3,10.0.0.6
83795381,2,47,32,11,61,38,67,1,10.0.0.4
5203707,1,38,52,27,49,23,86,4,10.0.0.7
32880090,1,30,31,29,41,78,99,2,10.0.0.5
58438387,1,44,77,68,47,91,28,0,10.0.0.3
32033630,2,11,12,4,68,92,88,1,10.0.0.4
55080402,1,0,50,26,97,41,32,0,10.0.0.3
36503013,1,46,44,87,28,97,17,0,10.0.0.3
40093673,1,49,12,42,57,51,11,2,10.0.0.5
80452006,2,66,78,8,68,35,99,3,10.0.0.6
14264129,1,43,83,31,85,75,80,2,10.0.0.5
59186872,1,51,7,54,18,13,91,4,10.0.0.7
45358527,1,33,72,71,99,86,3,0,10.0.0.3
23487398,2,95,76,69,17,22,59,3,10.0.0.6
16990720,1,36,6,15,100,31,66,2,10.0.0.5
84792197,2,10,17,38,70,93,19,1,10.0.0.4
5025612,2,96,5,85,24,43,96,1,10.0.0.4
74432410,1,89,18,98,20,61,96,4,10.0.0.7
28118928,2,17,34,13,63,8,62,1,10.0.0.4
91361666,1,23,99,3,68,37,94,2,10.0.0.5
85907891,1,59,76,87,55,56,16,4,10.0.0.7
28560583,2,40,18,65,20,72,63,1,10.0.0.4
11365249,2,72,76,27,19,92,13,5,10.0.0.8
95062610,1,99,66,56,51,94,32,2,10.0.0.5
43420416,1,24,56,71,51,9,60,4,10.0.0.7
12398696,2,32,5,37,89,63,97,1,10.0.0.4
56169599,1,69,81,24,32,26,98,2,10.0.0.5
47139539,1,32,56,52,63,93,80,0,10.0.0.3
92152387,1,53,11,38,61,77,95,2,10.0.0.5
29201567,1,65,59,96,90,87,30,0,10.0.0.3
8113944,1,31,88,88,3,12,39,4,10.0.0.7
71133428,2,86,89,15,8,90,62,3,10.0.0.6
17346766,2,19,71,13,90,37,62,5,10.0.0.8
26128113,2,95,25,97,33,25,46,1,10.0.0.4
18748294,1,72,25,54,36,60,99,2,10.0.0.5
25322967,2,41,39,20,79,89,16,5,10.0.0.8
34175502,1,37,46,44,45,34,94,4,10.0.0.7
30865326,2,31,54,57,24,3,48,3,10.0.0.6
40856504,1,56,19,7,94,68,8,2,10.0.0.5
23936620,2,36,78,21,81,64,59,5,10.0.0.8
91210611,1,77,5,62,86,47,24,4,10.0.0.7
28651110,2,17,75,39,3,51,59,3,10.0.0.6
57625741,2,20,66,98,47,72,93,3,10.0.0.6
51447828,2,14,31,89,64,89,36,1,10.0.0.4
83417279,2,9,14,63,87,20,5,5,10.0.0.8
12603928,1,7,9,50,51,34,31,0,10.0.0.3
13075413,1,82,90,2,88,53,24,2,10.0.0.5
25428452,1,77,89,25,31,82,16,2,10.0.0.5
47101896,1,11,49,72,57,61,88,0,10.0.0.3
53204241,1,87,90,93,7,69,12,4,10.0.0.7
27008409,1,66,92,87,0,76,8,0,10.0.0.3
84970958,1,29,32,32,68,6,16,4,10.0.0.7
67109120,1,5,49,50,4,91,4,0,10.0.0.3
52050721,1,99,44,31,82,63,68,2,10.0.0.5
9916181,2,74,95,74,86,20,90,3,10.0.0.6
90193803,2,28,77,68,41,2,59,3,10.0.0.6
58891901,2,12,13,21,39,81,8,5,10.0.0.8
8968034,1,33,23,71,98,77,17,0,10.0.0.3
36822640,1,97,57,94,25,71,14,4,10.0.0.7
86671761,1,72,69,47,14,57,96,2,10.0.0.5
83097990,2,4,44,20,66,50,23,5,10.0.0.8
60251346,2,45,20,47,58,37,32,1,10.0.0.4
26034689,1,95,94,16,82,4,17,4,10.0.0.7
60843155,1,42,28,23,21,91,84,2,10.0.0.5
8993722,1,55,19,58,39,5,92,4,10.0.0.7
92923423,2,38,38,40,12,55,1,5,10.0.0.8
21649006,2,21,59,6,45,52,90,3,10.0.0.6
77303517,1,2,39,97,67,48,82,0,10.0.0.3
60355549,2,71,59,31,16,89,43,3,10.0.0.6
62081587,1,96,29,26,64,50,26,2,10.0.0.5
22139874,2,69,1,86,74,80,29,1,10.0.0.4
3546170,1,39,60,19,37,37,60,2,10.0.0.5
62475133,2,47,69,70,14,9,91,3,10.0.0.6
8531,2,10,35,3,57,96,50,1,10.0.0.4
13840280,2,54,53,51,25,100,51,3,10.0.0.6
355077,1,68,51,79,88,59,48,4,10.0.0.7
32345594,2,67,29,62,70,8,33,1,10.0.0.4
58431785,1,90,0,37,67,91,59,2,10.0.0.5
58744071,2,99,25,69,60,63,72,1,10.0.0.4
60085983,2,87,84,8,59,59,55,5,10.0.0.8
90550376,2,43,37,46,52,64,49,1,10.0.0.4
97185430,1,89,87,92,47,18,89,4,10.0.0.7
95072201,2,57,9,8,49,55,77,1,10.0.0.4
85848455,1,96,86,71,67,16,82,4,10.0.0.7
29002262,1,3,89,26,98,7,19,0,10.0.0.3
65922077,2,63,16,55,38,29,75,1,10.0.0.4
14767495,2,67,49,92,42,80,59,3,10.0.0.6
65065469,2,54,61,94,25,47,92,3,10.0.0.6
96654655,2,100,40,11,65,36,96,1,10.0.0.4
43305775,2,89,64,1,92,27,59,5,10.0.0.8
91957912,2,73,7,0,10,10,23,1,10.0.0.4
48641006,1,20,72,21,85,95,31,0,10.0.0.3
19150631,1,9,29,86,29,80,44,0,10.0.0.3
95038521,2,46,25,3,32,56,34,1,10.0.0.4
23373851,2,17,0,19,58,20,24,1,10.0.0.4
97158505,1,17,82,55,83,40,0,0,10.0.0.3
2551388,2,42,27,67,99,6,16,5,10.0.0.8
26575127,1,69,94,88,82,54,90,4,10.0.0.7
44720419,1,15,74,75,56,73,5,0,10.0.0.3
89924677,2,69,48,74,94,21,69,1,10.0.0.4
10841773,2,6,9,68,33,54,34,1,10.0.0.4
77636939,1,16,50,53,80,44,97,0,10.0.0.3
55979002,2,62,3,87,14,49,68,1,10.0.0.4
80671844,1,77,96,28,20,0,4,4,10.0.0.7
77545200,2,12,47,54,26,2,32,3,10.0.0.6
8282695,2,64,3,54,94,18,96,1,10.0.0.4
30221366,1,57,57,65,46,86,41,0,10.0.0.3
49890801,1,73,45,40,80,36,32,4,10.0.0.7
19191073,1,81,67,43,41,74,62,2,10.0.0.5
18558403,1,65,6,33,51,78,26,2,10.0.0.5
4418531,1,64,6,44,63,31,55,4,10.0.0.7
16551328,1,54,20,53,5,5,38,4,10.0.0.7
39544844,2,32,46,87,78,39,63,1,10.0.0.4
72701349,1,47,67,42,73,31,1,4,10.0.0.7
12847274,2,23,86,83,45,89,47,3,10.0.0.6
26165309,2,52,100,40,98,47,78,5,10.0.0.8
59336305,1,42,6,38,36,97,25,2,10.0.0.5
36145028,1,60,54,15,79,39,24,2,10.0.0.5
99830751,1,75,71,49,75,42,38,4,10.0.0.7
49150201,2,15,56,61,55,16,2,5,10.0.0.8
99803262,1,76,34,83,26,76,66,0,10.0.0.3
89880572,1,68,96,27,3,46,2,2,10.0.0.5
91785601,1,65,85,57,0,14,41,4,10.0.0.7
23490531,2,46,16,86,57,28,48,1,10.0.0.4
35997382,2,38,46,40,97,40,64,1,10.0.0.4
58277728,1,3,19,55,26,52,26,0,10.0.0.3
55161442,1,54,95,56,52,80,60,0,10.0.0.3
2266220,1,38,90,26,50,0,71,4,10.0.0.7
65988734,2,58,6,100,47,25,10,1,10.0.0.4
34842939,1,18,43,43,33,91,36,0,10.0.0.3
95389052,1,96,87,29,75,54,37,2,10.0.0.5
62423781,2,42,36,54,21,72,35,3,10.0.0.6
79336172,1,75,57,11,76,88,36,2,10.0.0.5
90293803,1,64,68,74,14,15,32,4,10.0.0.7
45384873,2,95,90,66,0,74,95,3,10.0.0.6
99091803,1,79,82,58,44,83,38,2,10.0.0.5
72303255,2,18,93,87,55,45,8,5,10.0.0.8
74327376,2,66,4,59,81,24,86,1,10.0.0.4
75059545,1,42,60,31,47,100,40,2,10.0.0.5
41959024,1,16,98,93,36,80,67,0,10.0.0.3
6512846,2,91,64,79,88,42,52,5,10.0.0.8
1925347,2,93,40,61,0,94,70,3,10.0.0.6
26174912,2,48,77,100,2,4,30,3,10.0.0.6
44914170,1,57,43,30,34,11,7,4,10.0.0.7
17417723,1,31,51,86,74,97,85,0,10.0.0.3
22458934,1,40,73,76,72,8,90,4,10.0.0.7
95032158,2,52,70,0,76,82,80,1,10.0.0.4
75136809,2,10,86,27,4,62,33,3,10.0.0.6
35445174,2,98,71,45,45,44,73,3,10.0.0.6
57229875,1,0,49,21,65,87,6,0,10.0.0.3
72954473,2,96,0,97,94,11,80,1,10.0.0.4
88428715,2,23,11,9,97,63,42,1,10.0.0.4
28854722,1,0,34,6,47,44,47,0,10.0.0.3
88586299,2,8,69,9,72,87,25,5,10.0.0.8
92828136,2,55,10,92,12,3,41,1,10.0.0.4
54173379,2,42,4,89,71,23,38,1,10.0.0.4
21166766,1,52,39,49,44,95,93,2,10.0.0.5
62109128,2,16,39,50,20,71,19,5,10.0.0.8
9109933,1,80,52,27,12,99,15,2,10.0.0.5
86664810,1,74,27,85,46,15,28,4,10.0.0.7
62550227,1,97,93,35,50,33,20,4,10.0.0.7
31069871,1,30,63,86,45,30,44,0,10.0.0.3
39953816,2,69,75,26,28,78,61,3,10.0.0.6
73792134,1,9,91,57,25,90,93,0,10.0.0.3
1433863,1,25,34,51,37,10,11,4,10.0.0.7
41090826,2,95,61,50,2,45,26,3,10.0.0.6
28416840,2,18,3,8,47,85,94,1,10.0.0.4
42020720,1,45,85,60,88,11,72,4,10.0.0.7
41817457,1,55,94,19,91,14,96,4,10.0.0.7
57246144,1,89,68,12,96,74,13,2,10.0.0.5
22931202,1,19,21,37,85,24,76,0,10.0.0.3
51470657,1,68,0,96,31,80,44,0,10.0.0.3
3052434,2,82,45,69,75,54,22,5,10.0.0.8
60725255,2,10,16,36,56,1,42,1,10.0.0.4
60111439,1,36,97,63,98,95,36,0,10.0.0.3
21977904,2,12,26,30,92,81,10,5,10.0.0.8
28209070,2,58,69,47,73,21,85,1,10.0.0.4
82354227,2,82,68,64,41,79,72,3,10.0.0.6
4516340,2,36,71,66,24,12,78,3,10.0.0.6
91359451,2,42,90,29,3,53,43,3,10.0.0.6
20490676,2,63,91,29,23,29,49,3,10.0.0.6
38984093,2,18,20,34,39,99,25,1,10.0.0.4
28095833,1,78,10,67,15,2,84,4,10.0.0.7
871415,1,37,52,68,67,37,53,0,10.0.0.3
91327815,1,59,56,47,67,35,62,4,10.0.0.7
35339089,2,39,55,70,3,79,82,3,10.0.0.6
82726362,2,72,25,48,90,97,78,1,10.0.0.4
92239577,2,6,7,80,48,13,99,1,10.0.0.4
72675010,1,27,35,87,24,51,85,0,10.0.0.3
97665116,1,36,96,95,23,66,22,0,10.0.0.3
289636,2,30,50,66,74,50,5,5,10.0.0.8
67304140,1,82,16,21,100,68,87,2,10.0.0.5
54344866,2,23,19,43,44,28,44,1,10.0.0.4
32484197,1,100,55,40,78,17,90,4,10.0.0.7
54622012,1,72,98,49,51,34,26,4,10.0.0.7
12763746,2,6,38,92,99,12,23,5,10.0.0.8
34141791,1,80,11,41,55,62,70,2,10.0.0.5
23357624,1,52,8,51,63,19,32,4,10.0.0.7
31235079,2,95,99,83,88,1,97,3,10.0.0.6
17752585,2,76,61,27,35,14,98,3,10.0.0.6
6421219,2,71,9,50,96,61,56,1,10.0.0.4
28915131,1,48,74,38,34,67,55,2,10.0.0.5
90613564,1,78,86,10,77,18,9,2,10.0.0.5
54206017,2,47,84,90,5,90,23,3,10.0.0.6
38841511,1,43,31,14,55,97,64,2,10.0.0.5
64641984,1,15,53,28,87,1,88,4,10.0.0.7
46317484,1,8,16,10,25,1,94,4,10.0.0.7
46334660,1,59,92,7,39,27,45,2,10.0.0.5
71445980,2,100,0,13,83,77,62,1,10.0.0.4
73797471,1,82,65,88,18,16,53,4,10.0.0.7
55402853,1,42,29,84,73,53,72,0,10.0.0.3
12629366,1,38,83,10,90,67,2,2,10.0.0.5
17611223,2,30,16,76,51,84,30,1,10.0.0.4
68921732,2,63,95,45,57,27,70,3,10.0.0.6
76444409,1,54,43,65,68,16,4,4,10.0.0.7
98899637,1,56,66,94,61,92,85,0,10.0.0.3
88087561,1,20,78,79,14,44,47,0,10.0.0.3
42941929,2,76,89,1,15,2,14,5,10.0.0.8
66272577,2,3,0,52,25,81,93,1,10.0.0.4
7436906,1,19,53,38,39,58,44,0,10.0.0.3
35742633,2,65,29,40,67,92,43,1,10.0.0.4
26584961,2,98,59,85,85,1,7,5,10.0.0.8
4897679,1,87,36,41,69,57,49,2,10.0.0.5
16872554,2,30,95,46,16,86,72,3,10.0.0.6
29526964,1,46,69,97,83,27,53,4,10.0.0.7
94562445,1,2,78,13,37,36,1,0,10.0.0.3
65289575,2,55,95,48,58,49,83,3,10.0.0.6
84544394,1,3,69,3,88,44,15,0,10.0.0.3
69473698,1,46,15,8,22,81,55,2,10.0.0.5
6299962,2,29,45,40,15,100,18,3,10.0.0.6
82544549,1,57,96,55,32,13,92,4,10.0.0.7
64692233,2,41,4,72,46,55,83,1,10.0.0.4
3976157,1,70,12,2,85,64,76,2,10.0.0.5
84090428,2,9,71,83,4,57,3,5,10.0.0.8
65852266,2,38,82,35,18,1,48,3,10.0.0.6
14087709,2,81,71,93,74,49,51,5,10.0.0.8
7123546,1,91,96,14,96,3,21,4,10.0.0.7
59125377,1,89,63,99,78,86,24,4,10.0.0.7
49736488,2,100,64,33,75,85,39,5,10.0.0.8
82816013,2,78,99,89,75,77,48,5,10.0.0.8
79180511,2,77,10,86,33,83,26,1,10.0.0.4
41980259,1,9,13,37,9,55,81,0,10.0.0.3
22130344,2,63,78,38,3,62,94,3,10.0.0.6
71453334,2,41,76,69,17,96,34,3,10.0.0.6
6389062,2,96,8,30,52,84,43,1,10.0.0.4
64892814,2,44,61,3,8,10,13,3,10.0.0.6
40714223,2,59,10,46,44,21,43,1,10.0.0.4
14832220,2,62,95,73,59,63,6,5,10.0.0.8
9079125,1,96,2,93,73,54,71,4,10.0.0.7
318709,2,25,93,86,97,70,18,5,10.0.0.8
92511456,1,46,46,5,73,48,29,2,10.0.0.5
87984080,1,83,76,97,12,59,96,4,10.0.0.7
76900440,2,84,2,76,56,47,12,1,10.0.0.4
82537423,2,87,19,36,59,12,90,1,10.0.0.4
64143602,1,55,69,66,12,61,9,0,10.0.0.3
8365501,1,73,86,23,70,35,94,2,10.0.0.5
83490534,2,68,12,86,41,87,24,1,10.0.0.4
54571938,2,47,1,85,27,26,86,1,10.0.0.4
5720922,2,15,83,2,30,37,9,5,10.0.0.8
88361066,2,39,80,15,78,91,55,5,10.0.0.8
9234591,2,35,27,32,43,82,80,1,10.0.0.4
18413204,2,63,74,15,12,91,63,3,10.0.0.6
19444723,2,62,15,68,68,44,26,1,10.0.0.4
17348578,1,34,85,95,62,59,23,0,10.0.0.3
50183836,2,18,19,98,62,86,17,5,10.0.0.8
74389096,1,56,83,43,42,70,70,2,10.0.0.5
38448373,2,40,29,64,36,35,51,1,10.0.0.4
48269688,2,21,92,25,64,29,27,5,10.0.0.8
50517540,2,33,30,58,36,98,83,1,10.0.0.4
45994917,1,60,35,0,89,37,7,2,10.0.0.5
19224427,1,96,2,69,59,79,100,2,10.0.0.5
33224586,1,16,59,33,78,30,34,0,10.0.0.3
53032126,1,56,83,49,9,79,4,2,10.0.0.5
61132689,2,90,89,28,27,91,34,3,10.0.0.6
8848459,1,0,31,11,31,94,50,0,10.0.0.3
51855274,2,60,84,36,40,72,63,3,10.0.0.6
40561137,2,1,51,33,72,59,66,1,10.0.0.4
4648958,1,3,63,53,9,39,19,0,10.0.0.3
39462645,1,56,75,100,8,42,11,4,10.0.0.7
11847393,2,14,30,59,91,62,27,5,10.0.0.8
28037447,2,67,13,51,80,95,73,1,10.0.0.4
23626185,1,84,30,99,54,23,91,4,10.0.0.7
70967128,1,34,31,97,66,92,79,0,10.0.0.3
89504744,2,11,7,25,18,51,40,1,10.0.0.4
13678864,1,31,95,51,84,90,46,0,10.0.0.3
85267594,2,31,48,79,42,86,20,5,10.0.0.8
60655812,2,17,22,52,48,24,76,1,10.0.0.4
10758289,2,54,58,51,42,43,53,3,10.0.0.6
10307268,2,24,97,56,48,86,68,3,10.0.0.6
12746011,2,42,33,53,87,68,62,1,10.0.0.4
33014000,2,55,5,31,88,40,19,1,10.0.0.4
8869441,2,70,91,30,27,86,5,5,10.0.0.8
40335126,2,16,71,60,40,63,65,3,10.0.0.6
81060301,2,86,54,2,84,90,69,1,10.0.0.4
93499568,2,19,0,54,63,27,54,1,10.0.0.4
426486,2,15,5,69,85,15,29,1,10.0.0.4
8370153,2,0,84,59,84,62,80,5,10.0.0.8
41888931,2,16,61,56,8,5,19,3,10.0.0.6
11367508,1,69,75,27,58,53,84,2,10.0.0.5
69916016,1,65,76,7,72,97,76,2,10.0.0.5
39004874,1,70,55,99,32,21,40,4,10.0.0.7
46142455,1,2,53,19,94,75,91,0,10.0.0.3
19311428,1,11,24,9,48,42,27,2,10.0.0.5
78820788,1,75,51,39,55,94,86,2,10.0.0.5
2608789,2,21,18,73,42,1,33,1,10.0.0.4
79827476,2,82,86,81,7,22,22,3,10.0.0.6
25458976,2,62,72,88,94,59,86,1,10.0.0.4
62112640,2,14,87,74,42,46,79,3,10.0.0.6
26755408,2,90,64,63,49,6,15,5,10.0.0.8
8119813,1,18,47,84,95,94,9,0,10.0.0.3
70819759,2,90,92,15,64,54,55,5,10.0.0.8
87134806,1,11,89,67,72,72,97,0,10.0.0.3
57341117,1,27,75,90,77,9,48,4,10.0.0.7
97056153,2,30,84,20,70,70,94,3,10.0.0.6
17352303,2,86,23,93,82,89,45,1,10.0.0.4
12716102,2,96,51,90,93,24,88,1,10.0.0.4
27859017,1,82,91,41,34,14,40,4,10.0.0.7
42716080,1,58,100,35,12,13,67,4,10.0.0.7
31251268,2,84,18,38,26,36,77,1,10.0.0.4
13916841,2,26,52,2,22,1,14,5,10.0.0.8
48231773,1,78,38,56,39,20,19,4,10.0.0.7
15746094,1,0,83,21,30,48,34,0,10.0.0.3
11537422,2,56,68,26,48,86,39,5,10.0.0.8
35121978,1,69,5,42,1,77,31,2,10.0.0.5
37766104,2,3,59,44,40,11,71,3,10.0.0.6
44044589,2,18,87,57,24,68,69,3,10.0.0.6
55204388,1,7,28,6,77,45,40,2,10.0.0.5
48990091,2,28,23,77,39,70,11,5,10.0.0.8
85707681,1,29,51,34,80,75,8,0,10.0.0.3
33701282,1,35,78,70,53,58,64,0,10.0.0.3
67617866,2,6,20,11,7,63,88,3,10.0.0.6
44785624,2,57,5,14,65,100,62,1,10.0.0.4
17706671,1,17,96,91,97,90,55,0,10.0.0.3
9425599,1,88,64,35,12,3,64,4,10.0.0.7
75613219,1,59,70,33,11,97,43,2,10.0.0.5
27657724,2,87,76,52,41,83,61,3,10.0.0.6
32654582,2,77,11,62,72,65,43,1,10.0.0.4
